shot_idx,frame_start,frame_peak,peak_angle,hold_variance,pull_rate,peak_angle_R,symmetry_diff,duration_s,consistency_score,stance_width
0,54,74,183.47117120039357,33.682052553416476,6.006105643158522,106.44970361682533,77.02146758356824,0.6666666666666666,0.028833356920263693,0.5674444
1,247,291,166.58815946714682,7.5931298346238885,1.6376932341555894,163.3513129053269,3.236846561819931,1.4666666666666666,0.11637203431638467,0.38666224
